id;length;x;y;z
101;0.1500;1.2500;4.7500;0.0000
102;0.1500;1.5000;4.7500;0.0000
103;0.1500;1.7500;4.7500;0.0000
104;0.1500;2.0000;4.7500;0.0000
105;0.1500;2.2500;4.7500;0.0000
106;0.1500;2.5000;4.7500;0.0000
107;0.1500;2.7500;4.7500;0.0000
108;0.1500;3.0000;4.7500;0.0000
109;0.1500;3.2500;4.7500;0.0000
110;0.1500;3.5000;4.7500;0.0000
111;0.1500;3.7500;4.7500;0.0000
112;0.1500;4.0000;4.7500;0.0000
113;0.1500;4.2500;4.7500;0.0000
114;0.1500;4.5000;4.7500;0.0000
115;0.1500;4.7500;4.7500;0.0000
116;0.1500;5.0000;4.7500;0.0000
117;0.1500;5.2500;4.7500;0.0000
118;0.1500;5.5000;4.7500;0.0000
119;0.1500;5.7500;4.7500;0.0000
120;0.1500;0.0000;4.5000;0.0000
121;0.1500;0.2500;4.5000;0.0000
122;0.1500;0.5000;4.5000;0.0000
123;0.1500;0.7500;4.5000;0.0000
124;0.1500;1.0000;4.5000;0.0000
125;0.1500;1.2500;4.5000;0.0000
126;0.1500;1.5000;4.5000;0.0000
127;0.1500;1.7500;4.5000;0.0000
128;0.1500;2.0000;4.5000;0.0000
129;0.1500;2.2500;4.5000;0.0000
130;0.1500;2.5000;4.5000;0.0000
131;0.1500;2.7500;4.5000;0.0000
132;0.1500;3.0000;4.5000;0.0000
133;0.1500;3.2500;4.5000;0.0000
134;0.1500;3.5000;4.5000;0.0000
135;0.1500;3.7500;4.5000;0.0000
136;0.1500;4.0000;4.5000;0.0000
137;0.1500;4.2500;4.5000;0.0000
138;0.1500;4.5000;4.5000;0.0000
139;0.1500;4.7500;4.5000;0.0000
140;0.1500;5.0000;4.5000;0.0000
141;0.1500;5.2500;4.5000;0.0000
142;0.1500;5.5000;4.5000;0.0000
143;0.1500;5.7500;4.5000;0.0000
144;0.1500;0.0000;4.2500;0.0000
145;0.1500;0.2500;4.2500;0.0000
146;0.1500;0.5000;4.2500;0.0000
147;0.1500;0.7500;4.2500;0.0000
148;0.1500;1.0000;4.2500;0.0000
149;0.1500;1.2500;4.2500;0.0000
150;0.1500;1.5000;4.2500;0.0000
151;0.1500;1.7500;4.2500;0.0000
152;0.1500;2.0000;4.2500;0.0000
153;0.1500;2.2500;4.2500;0.0000
154;0.1500;2.5000;4.2500;0.0000
155;0.1500;2.7500;4.2500;0.0000
156;0.1500;3.0000;4.2500;0.0000
157;0.1500;3.2500;4.2500;0.0000
158;0.1500;3.5000;4.2500;0.0000
159;0.1500;3.7500;4.2500;0.0000
160;0.1500;4.0000;4.2500;0.0000
161;0.1500;4.2500;4.2500;0.0000
162;0.1500;4.5000;4.2500;0.0000
163;0.1500;4.7500;4.2500;0.0000
164;0.1500;5.0000;4.2500;0.0000
165;0.1500;5.2500;4.2500;0.0000
166;0.1500;5.5000;4.2500;0.0000
167;0.1500;5.7500;4.2500;0.0000
168;0.1500;0.0000;4.0000;0.0000
169;0.1500;0.2500;4.0000;0.0000
170;0.1500;0.5000;4.0000;0.0000
171;0.1500;0.7500;4.0000;0.0000
172;0.1500;1.0000;4.0000;0.0000
173;0.1500;1.2500;4.0000;0.0000
174;0.1500;1.5000;4.0000;0.0000
175;0.1500;1.7500;4.0000;0.0000
176;0.1500;2.0000;4.0000;0.0000
177;0.1500;2.2500;4.0000;0.0000
178;0.1500;2.5000;4.0000;0.0000
179;0.1500;2.7500;4.0000;0.0000
180;0.1500;3.0000;4.0000;0.0000
181;0.1500;3.2500;4.0000;0.0000
182;0.1500;3.5000;4.0000;0.0000
183;0.1500;3.7500;4.0000;0.0000
184;0.1500;4.0000;4.0000;0.0000
185;0.1500;4.2500;4.0000;0.0000
186;0.1500;4.5000;4.0000;0.0000
187;0.1500;4.7500;4.0000;0.0000
188;0.1500;5.0000;4.0000;0.0000
189;0.1500;5.2500;4.0000;0.0000
190;0.1500;5.5000;4.0000;0.0000
191;0.1500;5.7500;4.0000;0.0000
192;0.1500;0.0000;3.7500;0.0000
193;0.1500;0.2500;3.7500;0.0000
194;0.1500;0.5000;3.7500;0.0000
195;0.1500;0.7500;3.7500;0.0000
196;0.1500;1.0000;3.7500;0.0000
197;0.1500;1.2500;3.7500;0.0000
198;0.1500;1.5000;3.7500;0.0000
199;0.1500;1.7500;3.7500;0.0000
200;0.1500;2.0000;3.7500;0.0000
201;0.1500;2.2500;3.7500;0.0000
202;0.1500;2.5000;3.7500;0.0000
203;0.1500;2.7500;3.7500;0.0000
204;0.1500;3.0000;3.7500;0.0000
205;0.1500;3.2500;3.7500;0.0000
206;0.1500;3.5000;3.7500;0.0000
207;0.1500;3.7500;3.7500;0.0000
208;0.1500;4.0000;3.7500;0.0000
209;0.1500;4.2500;3.7500;0.0000
210;0.1500;4.5000;3.7500;0.0000
211;0.1500;4.7500;3.7500;0.0000
212;0.1500;5.0000;3.7500;0.0000
213;0.1500;5.2500;3.7500;0.0000
214;0.1500;5.5000;3.7500;0.0000
215;0.1500;5.7500;3.7500;0.0000
216;0.1500;0.0000;3.5000;0.0000
217;0.1500;0.2500;3.5000;0.0000
218;0.1500;0.5000;3.5000;0.0000
219;0.1500;0.7500;3.5000;0.0000
220;0.1500;1.0000;3.5000;0.0000
221;0.1500;1.2500;3.5000;0.0000
222;0.1500;1.5000;3.5000;0.0000
223;0.1500;1.7500;3.5000;0.0000
224;0.1500;2.0000;3.5000;0.0000
225;0.1500;2.2500;3.5000;0.0000
226;0.1500;2.5000;3.5000;0.0000
227;0.1500;2.7500;3.5000;0.0000
228;0.1500;3.0000;3.5000;0.0000
229;0.1500;3.2500;3.5000;0.0000
230;0.1500;3.5000;3.5000;0.0000
231;0.1500;3.7500;3.5000;0.0000
232;0.1500;4.0000;3.5000;0.0000
233;0.1500;4.2500;3.5000;0.0000
234;0.1500;4.5000;3.5000;0.0000
235;0.1500;4.7500;3.5000;0.0000
236;0.1500;5.0000;3.5000;0.0000
237;0.1500;5.2500;3.5000;0.0000
238;0.1500;5.5000;3.5000;0.0000
239;0.1500;5.7500;3.5000;0.0000
240;0.1500;0.0000;3.2500;0.0000
241;0.1500;0.2500;3.2500;0.0000
242;0.1500;0.5000;3.2500;0.0000
243;0.1500;0.7500;3.2500;0.0000
244;0.1500;1.0000;3.2500;0.0000
245;0.1500;1.2500;3.2500;0.0000
246;0.1500;1.5000;3.2500;0.0000
247;0.1500;1.7500;3.2500;0.0000
248;0.1500;2.0000;3.2500;0.0000
249;0.1500;2.2500;3.2500;0.0000
250;0.1500;2.5000;3.2500;0.0000
251;0.1500;2.7500;3.2500;0.0000
252;0.1500;3.0000;3.2500;0.0000
253;0.1500;3.2500;3.2500;0.0000
254;0.1500;3.5000;3.2500;0.0000
255;0.1500;3.7500;3.2500;0.0000
256;0.1500;4.0000;3.2500;0.0000
257;0.1500;4.2500;3.2500;0.0000
258;0.1500;4.5000;3.2500;0.0000
259;0.1500;4.7500;3.2500;0.0000
260;0.1500;5.0000;3.2500;0.0000
261;0.1500;5.2500;3.2500;0.0000
262;0.1500;5.5000;3.2500;0.0000
263;0.1500;5.7500;3.2500;0.0000
264;0.1500;0.0000;3.0000;0.0000
265;0.1500;0.2500;3.0000;0.0000
266;0.1500;0.5000;3.0000;0.0000
267;0.1500;0.7500;3.0000;0.0000
268;0.1500;1.0000;3.0000;0.0000
269;0.1500;1.2500;3.0000;0.0000
270;0.1500;1.5000;3.0000;0.0000
271;0.1500;1.7500;3.0000;0.0000
272;0.1500;2.0000;3.0000;0.0000
273;0.1500;2.2500;3.0000;0.0000
274;0.1500;2.5000;3.0000;0.0000
275;0.1500;2.7500;3.0000;0.0000
276;0.1500;3.0000;3.0000;0.0000
277;0.1500;3.2500;3.0000;0.0000
278;0.1500;3.5000;3.0000;0.0000
279;0.1500;3.7500;3.0000;0.0000
280;0.1500;4.0000;3.0000;0.0000
281;0.1500;4.2500;3.0000;0.0000
282;0.1500;4.5000;3.0000;0.0000
283;0.1500;4.7500;3.0000;0.0000
284;0.1500;5.0000;3.0000;0.0000
285;0.1500;5.2500;3.0000;0.0000
286;0.1500;5.5000;3.0000;0.0000
287;0.1500;5.7500;3.0000;0.0000
288;0.1500;0.0000;2.7500;0.0000
289;0.1500;0.2500;2.7500;0.0000
290;0.1500;0.5000;2.7500;0.0000
291;0.1500;0.7500;2.7500;0.0000
292;0.1500;1.0000;2.7500;0.0000
293;0.1500;1.2500;2.7500;0.0000
294;0.1500;1.5000;2.7500;0.0000
295;0.1500;1.7500;2.7500;0.0000
296;0.1500;2.0000;2.7500;0.0000
297;0.1500;2.2500;2.7500;0.0000
298;0.1500;2.5000;2.7500;0.0000
299;0.1500;2.7500;2.7500;0.0000
300;0.1500;3.0000;2.7500;0.0000
301;0.1500;3.2500;2.7500;0.0000
302;0.1500;3.5000;2.7500;0.0000
303;0.1500;3.7500;2.7500;0.0000
304;0.1500;4.0000;2.7500;0.0000
305;0.1500;4.2500;2.7500;0.0000
306;0.1500;4.5000;2.7500;0.0000
307;0.1500;4.7500;2.7500;0.0000
308;0.1500;5.0000;2.7500;0.0000
309;0.1500;5.2500;2.7500;0.0000
310;0.1500;5.5000;2.7500;0.0000
311;0.1500;5.7500;2.7500;0.0000
312;0.1500;0.0000;2.5000;0.0000
313;0.1500;0.2500;2.5000;0.0000
314;0.1500;0.5000;2.5000;0.0000
315;0.1500;0.7500;2.5000;0.0000
316;0.1500;1.0000;2.5000;0.0000
317;0.1500;1.2500;2.5000;0.0000
318;0.1500;1.5000;2.5000;0.0000
319;0.1500;1.7500;2.5000;0.0000
320;0.1500;2.0000;2.5000;0.0000
321;0.1500;2.2500;2.5000;0.0000
322;0.1500;2.5000;2.5000;0.0000
323;0.1500;2.7500;2.5000;0.0000
324;0.1500;3.0000;2.5000;0.0000
325;0.1500;3.2500;2.5000;0.0000
326;0.1500;3.5000;2.5000;0.0000
327;0.1500;3.7500;2.5000;0.0000
328;0.1500;4.0000;2.5000;0.0000
329;0.1500;4.2500;2.5000;0.0000
330;0.1500;4.5000;2.5000;0.0000
331;0.1500;4.7500;2.5000;0.0000
332;0.1500;5.0000;2.5000;0.0000
333;0.1500;5.2500;2.5000;0.0000
334;0.1500;5.5000;2.5000;0.0000
335;0.1500;5.7500;2.5000;0.0000
336;0.1500;0.0000;2.2500;0.0000
337;0.1500;0.2500;2.2500;0.0000
338;0.1500;0.5000;2.2500;0.0000
339;0.1500;0.7500;2.2500;0.0000
340;0.1500;1.0000;2.2500;0.0000
341;0.1500;1.2500;2.2500;0.0000
342;0.1500;1.5000;2.2500;0.0000
343;0.1500;1.7500;2.2500;0.0000
344;0.1500;2.0000;2.2500;0.0000
345;0.1500;2.2500;2.2500;0.0000
346;0.1500;2.5000;2.2500;0.0000
347;0.1500;2.7500;2.2500;0.0000
348;0.1500;3.0000;2.2500;0.0000
349;0.1500;3.2500;2.2500;0.0000
350;0.1500;3.5000;2.2500;0.0000
351;0.1500;3.7500;2.2500;0.0000
352;0.1500;4.0000;2.2500;0.0000
353;0.1500;4.2500;2.2500;0.0000
354;0.1500;4.5000;2.2500;0.0000
355;0.1500;4.7500;2.2500;0.0000
356;0.1500;5.0000;2.2500;0.0000
357;0.1500;5.2500;2.2500;0.0000
358;0.1500;5.5000;2.2500;0.0000
359;0.1500;5.7500;2.2500;0.0000
360;0.1500;0.0000;2.0000;0.0000
361;0.1500;0.2500;2.0000;0.0000
362;0.1500;0.5000;2.0000;0.0000
363;0.1500;0.7500;2.0000;0.0000
364;0.1500;1.0000;2.0000;0.0000
365;0.1500;1.2500;2.0000;0.0000
366;0.1500;1.5000;2.0000;0.0000
367;0.1500;1.7500;2.0000;0.0000
368;0.1500;2.0000;2.0000;0.0000
369;0.1500;2.2500;2.0000;0.0000
370;0.1500;2.5000;2.0000;0.0000
371;0.1500;2.7500;2.0000;0.0000
372;0.1500;3.0000;2.0000;0.0000
373;0.1500;3.2500;2.0000;0.0000
374;0.1500;3.5000;2.0000;0.0000
375;0.1500;3.7500;2.0000;0.0000
376;0.1500;4.0000;2.0000;0.0000
377;0.1500;4.2500;2.0000;0.0000
378;0.1500;4.5000;2.0000;0.0000
379;0.1500;4.7500;2.0000;0.0000
380;0.1500;5.0000;2.0000;0.0000
381;0.1500;5.2500;2.0000;0.0000
382;0.1500;5.5000;2.0000;0.0000
383;0.1500;5.7500;2.0000;0.0000
384;0.1500;0.0000;1.7500;0.0000
385;0.1500;0.2500;1.7500;0.0000
386;0.1500;0.5000;1.7500;0.0000
387;0.1500;0.7500;1.7500;0.0000
388;0.1500;1.0000;1.7500;0.0000
389;0.1500;1.2500;1.7500;0.0000
390;0.1500;1.5000;1.7500;0.0000
391;0.1500;1.7500;1.7500;0.0000
392;0.1500;2.0000;1.7500;0.0000
393;0.1500;2.2500;1.7500;0.0000
394;0.1500;2.5000;1.7500;0.0000
395;0.1500;2.7500;1.7500;0.0000
396;0.1500;3.0000;1.7500;0.0000
397;0.1500;3.2500;1.7500;0.0000
398;0.1500;3.5000;1.7500;0.0000
399;0.1500;3.7500;1.7500;0.0000
400;0.1500;4.0000;1.7500;0.0000
401;0.1500;4.2500;1.7500;0.0000
402;0.1500;4.5000;1.7500;0.0000
403;0.1500;4.7500;1.7500;0.0000
404;0.1500;5.0000;1.7500;0.0000
405;0.1500;5.2500;1.7500;0.0000
406;0.1500;5.5000;1.7500;0.0000
407;0.1500;5.7500;1.7500;0.0000
408;0.1500;0.0000;1.5000;0.0000
409;0.1500;0.2500;1.5000;0.0000
410;0.1500;0.5000;1.5000;0.0000
411;0.1500;0.7500;1.5000;0.0000
412;0.1500;1.0000;1.5000;0.0000
413;0.1500;1.2500;1.5000;0.0000
414;0.1500;1.5000;1.5000;0.0000
415;0.1500;1.7500;1.5000;0.0000
416;0.1500;2.0000;1.5000;0.0000
417;0.1500;2.2500;1.5000;0.0000
418;0.1500;2.5000;1.5000;0.0000
419;0.1500;2.7500;1.5000;0.0000
420;0.1500;3.0000;1.5000;0.0000
421;0.1500;3.2500;1.5000;0.0000
422;0.1500;3.5000;1.5000;0.0000
423;0.1500;3.7500;1.5000;0.0000
424;0.1500;4.0000;1.5000;0.0000
425;0.1500;4.2500;1.5000;0.0000
426;0.1500;4.5000;1.5000;0.0000
427;0.1500;4.7500;1.5000;0.0000
428;0.1500;5.0000;1.5000;0.0000
429;0.1500;5.2500;1.5000;0.0000
430;0.1500;5.5000;1.5000;0.0000
431;0.1500;5.7500;1.5000;0.0000
432;0.1500;0.0000;1.2500;0.0000
433;0.1500;0.2500;1.2500;0.0000
434;0.1500;0.5000;1.2500;0.0000
435;0.1500;0.7500;1.2500;0.0000
436;0.1500;1.0000;1.2500;0.0000
437;0.1500;1.2500;1.2500;0.0000
438;0.1500;1.5000;1.2500;0.0000
439;0.1500;1.7500;1.2500;0.0000
440;0.1500;2.0000;1.2500;0.0000
441;0.1500;2.2500;1.2500;0.0000
442;0.1500;2.5000;1.2500;0.0000
443;0.1500;2.7500;1.2500;0.0000
444;0.1500;3.0000;1.2500;0.0000
445;0.1500;3.2500;1.2500;0.0000
446;0.1500;3.5000;1.2500;0.0000
447;0.1500;3.7500;1.2500;0.0000
448;0.1500;4.0000;1.2500;0.0000
449;0.1500;4.2500;1.2500;0.0000
450;0.1500;4.5000;1.2500;0.0000
451;0.1500;4.7500;1.2500;0.0000
452;0.1500;5.0000;1.2500;0.0000
453;0.1500;5.2500;1.2500;0.0000
454;0.1500;5.5000;1.2500;0.0000
455;0.1500;5.7500;1.2500;0.0000
456;0.1500;0.0000;1.0000;0.0000
457;0.1500;0.2500;1.0000;0.0000
458;0.1500;0.5000;1.0000;0.0000
459;0.1500;0.7500;1.0000;0.0000
460;0.1500;1.0000;1.0000;0.0000
461;0.1500;1.2500;1.0000;0.0000
462;0.1500;1.5000;1.0000;0.0000
463;0.1500;1.7500;1.0000;0.0000
464;0.1500;2.0000;1.0000;0.0000
465;0.1500;2.2500;1.0000;0.0000
466;0.1500;2.5000;1.0000;0.0000
467;0.1500;2.7500;1.0000;0.0000
468;0.1500;3.0000;1.0000;0.0000
469;0.1500;3.2500;1.0000;0.0000
470;0.1500;3.5000;1.0000;0.0000
471;0.1500;3.7500;1.0000;0.0000
472;0.1500;4.0000;1.0000;0.0000
473;0.1500;4.2500;1.0000;0.0000
474;0.1500;4.5000;1.0000;0.0000
475;0.1500;4.7500;1.0000;0.0000
476;0.1500;5.0000;1.0000;0.0000
477;0.1500;5.2500;1.0000;0.0000
478;0.1500;5.5000;1.0000;0.0000
479;0.1500;5.7500;1.0000;0.0000
480;0.1500;0.0000;0.7500;0.0000
481;0.1500;0.2500;0.7500;0.0000
482;0.1500;0.5000;0.7500;0.0000
483;0.1500;0.7500;0.7500;0.0000
484;0.1500;1.0000;0.7500;0.0000
485;0.1500;1.2500;0.7500;0.0000
486;0.1500;1.5000;0.7500;0.0000
487;0.1500;1.7500;0.7500;0.0000
488;0.1500;2.0000;0.7500;0.0000
489;0.1500;2.2500;0.7500;0.0000
490;0.1500;2.5000;0.7500;0.0000
491;0.1500;2.7500;0.7500;0.0000
492;0.1500;3.0000;0.7500;0.0000
493;0.1500;3.2500;0.7500;0.0000
494;0.1500;3.5000;0.7500;0.0000
495;0.1500;3.7500;0.7500;0.0000
496;0.1500;4.0000;0.7500;0.0000
497;0.1500;4.2500;0.7500;0.0000
498;0.1500;4.5000;0.7500;0.0000
499;0.1500;4.7500;0.7500;0.0000
500;0.1500;5.0000;0.7500;0.0000
501;0.1500;5.2500;0.7500;0.0000
502;0.1500;5.5000;0.7500;0.0000
503;0.1500;5.7500;0.7500;0.0000
504;0.1500;0.0000;0.5000;0.0000
505;0.1500;0.2500;0.5000;0.0000
600;0.2680;0.5000;0.5000;0.0700
507;0.1500;0.7500;0.5000;0.0000
508;0.1500;1.0000;0.5000;0.0000
509;0.1500;1.2500;0.5000;0.0000
510;0.1500;1.5000;0.5000;0.0000
511;0.1500;1.7500;0.5000;0.0000
512;0.1500;2.0000;0.5000;0.0000
513;0.1500;2.2500;0.5000;0.0000
514;0.1500;2.5000;0.5000;0.0000
515;0.1500;2.7500;0.5000;0.0000
516;0.1500;3.0000;0.5000;0.0000
517;0.1500;3.2500;0.5000;0.0000
518;0.1500;3.5000;0.5000;0.0000
519;0.1500;3.7500;0.5000;0.0000
520;0.1500;4.0000;0.5000;0.0000
521;0.1500;4.2500;0.5000;0.0000
522;0.1500;4.5000;0.5000;0.0000
523;0.1500;4.7500;0.5000;0.0000
524;0.1500;5.0000;0.5000;0.0000
525;0.1500;5.2500;0.5000;0.0000
526;0.1500;5.5000;0.5000;0.0000
527;0.1500;5.7500;0.5000;0.0000
528;0.1500;0.0000;0.2500;0.0000
529;0.1500;0.2500;0.2500;0.0000
530;0.1500;0.5000;0.2500;0.0000
531;0.1500;0.7500;0.2500;0.0000
532;0.1500;1.0000;0.2500;0.0000
533;0.1500;1.2500;0.2500;0.0000
534;0.1500;1.5000;0.2500;0.0000
535;0.1500;1.7500;0.2500;0.0000
536;0.1500;2.0000;0.2500;0.0000
537;0.1500;2.2500;0.2500;0.0000
538;0.1500;2.5000;0.2500;0.0000
539;0.1500;2.7500;0.2500;0.0000
540;0.1500;3.0000;0.2500;0.0000
541;0.1500;3.2500;0.2500;0.0000
542;0.1500;3.5000;0.2500;0.0000
543;0.1500;3.7500;0.2500;0.0000
544;0.1500;4.0000;0.2500;0.0000
545;0.1500;4.2500;0.2500;0.0000
546;0.1500;4.5000;0.2500;0.0000
547;0.1500;4.7500;0.2500;0.0000
548;0.1500;5.0000;0.2500;0.0000
549;0.1500;5.2500;0.2500;0.0000
550;0.1500;5.5000;0.2500;0.0000
551;0.1500;5.7500;0.2500;0.0000
552;0.1500;0.0000;0.0000;0.0000
553;0.1500;0.2500;0.0000;0.0000
554;0.1500;0.5000;0.0000;0.0000
555;0.1500;0.7500;0.0000;0.0000
556;0.1500;1.0000;0.0000;0.0000
557;0.1500;1.2500;0.0000;0.0000
558;0.1500;1.5000;0.0000;0.0000
559;0.1500;1.7500;0.0000;0.0000
560;0.1500;2.0000;0.0000;0.0000
561;0.1500;2.2500;0.0000;0.0000
562;0.1500;2.5000;0.0000;0.0000
563;0.1500;2.7500;0.0000;0.0000
564;0.1500;3.0000;0.0000;0.0000
565;0.1500;3.2500;0.0000;0.0000
566;0.1500;3.5000;0.0000;0.0000
567;0.1500;3.7500;0.0000;0.0000
568;0.1500;4.0000;0.0000;0.0000
569;0.1500;4.2500;0.0000;0.0000
570;0.1500;4.5000;0.0000;0.0000
571;0.1500;4.7500;0.0000;0.0000
572;0.1500;5.0000;0.0000;0.0000
573;0.1500;5.2500;0.0000;0.0000
574;0.1500;5.5000;0.0000;0.0000
575;0.1500;5.7500;0.0000;0.0000
